Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Product_Id,Product_Sugar_Content,Product_Type,Store_Id,Store_Size,Store_Location_City_Type,Store_Type
9.44,0.033,104.08,1998,FD8578,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
10.76,0.086,172.34,2009,DR1514,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
17.19,0.077,175.17,1999,FD6986,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
8.26,0.072,98.37,1998,FD3998,Regular,Canned,OUT002,Small,Tier 3,Food Mart
12.67,0.028,130.97,2009,FD2062,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
15.57,0.149,223.53,1999,FD3418,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
13.17,0.021,158.1,2009,FD3652,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.32,0.053,173.75,2009,FD7607,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.94,0.065,131.53,2009,NC5349,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.06,0.087,167.6,2009,FD649,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.97,0.012,189.11,1987,FD4740,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
11.85,0.007,123.29,2009,FD1598,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
14.1,0.063,172.18,1999,FD3695,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
14.67,0.055,132.25,2009,FD602,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.9,0.028,126.28,2009,FD8571,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.89,0.027,190.39,1987,FD8006,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
10.53,0.007,137.05,2009,FD1105,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.48,0.076,101.66,2009,FD6028,reg,Meat,OUT004,Medium,Tier 2,Supermarket Type2
10.56,0.019,139.76,2009,DR5325,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
7.85,0.017,78.26,1998,DR8728,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
14.65,0.027,127.99,2009,FD8479,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.24,0.007,184.21,1987,NC6581,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
11.76,0.077,202.96,1999,NC790,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
15.92,0.055,182.36,1999,FD4066,Regular,Dairy,OUT003,Medium,Tier 1,Departmental Store
11.27,0.023,132.92,2009,DR7320,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.43,0.138,142.91,2009,NC2740,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.35,0.036,113.9,2009,FD3744,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
18.37,0.05,169.17,1999,FD7168,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
6.37,0.085,64.71,1998,FD7626,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
9.92,0.124,103.85,1998,FD6391,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
11.47,0.032,126.04,2009,DR3210,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
15.83,0.027,192.62,1999,NC1524,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
11.2,0.067,131.66,2009,FD1190,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.67,0.069,136.91,2009,FD7328,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
15.68,0.032,137.97,2009,NC2508,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
10.93,0.049,136.0,2009,FD2242,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.32,0.014,93.11,1998,FD2332,Low Sugar,Meat,OUT002,Small,Tier 3,Food Mart
13.3,0.13,150.3,2009,FD8518,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
16.23,0.009,181.37,1999,FD2808,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
15.61,0.086,145.66,1987,DR5609,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
15.24,0.216,210.13,1999,FD3020,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
9.02,0.131,180.59,2009,FD748,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
8.35,0.186,136.48,1998,DR1501,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
11.69,0.011,143.12,2009,FD2766,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.27,0.161,117.37,2009,FD4329,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.82,0.136,140.1,2009,FD1203,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
17.02,0.103,150.19,1987,FD3199,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
11.99,0.143,147.08,2009,FD7160,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.68,0.01,125.88,2009,FD3270,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.65,0.015,194.72,1999,FD2930,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.72,0.04,146.46,2009,FD3397,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.58,0.09,144.98,2009,FD7703,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.88,0.056,144.87,2009,FD2745,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.11,0.094,135.27,2009,FD5226,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.03,0.035,138.47,2009,FD5585,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
15.13,0.062,171.98,1987,DR7136,Low Sugar,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
9.57,0.072,148.56,2009,FD5444,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
10.26,0.067,100.04,1998,FD833,Regular,Canned,OUT002,Small,Tier 3,Food Mart
9.68,0.053,116.01,1998,FD8004,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.75,0.034,146.66,2009,FD5287,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
18.76,0.035,238.81,1999,FD7610,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
9.92,0.033,129.55,1987,FD4884,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
15.58,0.009,164.39,1999,FD950,Regular,Canned,OUT003,Medium,Tier 1,Departmental Store
12.91,0.049,172.4,1987,FD8181,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
9.04,0.208,137.25,1987,FD3928,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
12.0,0.044,165.38,2009,FD978,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.97,0.14,136.87,2009,FD6776,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.33,0.136,137.86,2009,NC7742,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.35,0.137,153.74,2009,FD5331,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
8.72,0.08,100.94,1998,FD2570,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
14.8,0.169,146.0,2009,FD2664,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.43,0.076,137.97,2009,FD4842,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.91,0.154,172.36,1999,FD1874,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
11.29,0.157,82.62,1998,DR4520,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
11.43,0.05,149.27,2009,FD3767,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.23,0.072,131.62,2009,FD241,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
16.02,0.052,175.4,1987,FD2979,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
16.33,0.175,188.46,1999,FD6809,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
11.47,0.026,117.64,2009,FD8612,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.17,0.085,166.17,2009,FD7373,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.33,0.026,105.6,1987,FD1731,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
13.35,0.085,229.03,1999,NC2589,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
9.13,0.046,129.36,1999,FD271,Regular,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
15.36,0.015,145.29,1987,DR1785,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
12.97,0.047,170.23,2009,NC380,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
10.47,0.014,138.12,2009,NC1475,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.47,0.04,180.22,1999,NC4614,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
14.16,0.069,200.95,1987,FD1693,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
15.72,0.026,160.45,1999,FD2071,Regular,Canned,OUT003,Medium,Tier 1,Departmental Store
14.76,0.253,185.7,1987,FD127,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
13.76,0.239,119.39,2009,NC2378,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
7.7,0.113,126.23,1987,FD181,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
13.73,0.036,176.0,1999,FD2237,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
13.15,0.006,180.4,1999,FD2053,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
11.77,0.076,150.59,2009,FD1937,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.53,0.282,154.23,2009,FD7040,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
18.18,0.124,195.61,1999,FD5319,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.9,0.079,180.82,1999,FD2955,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
16.18,0.073,207.06,1999,FD5136,Regular,Seafood,OUT003,Medium,Tier 1,Departmental Store
9.27,0.06,105.33,1998,FD4360,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
11.96,0.028,163.06,2009,FD1534,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.41,0.068,162.72,1987,FD4932,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
16.11,0.102,169.5,1987,FD3277,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
16.46,0.112,192.12,1999,FD2014,Low Sugar,Breakfast,OUT003,Medium,Tier 1,Departmental Store
12.78,0.188,160.99,2009,FD8480,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
10.53,0.085,120.15,1987,DR8653,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
10.01,0.147,105.73,1987,FD107,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
14.75,0.013,155.04,1987,FD5940,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
12.28,0.054,163.85,2009,NC7108,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
13.01,0.126,125.3,2009,FD3420,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.01,0.158,194.58,1987,FD1706,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
13.11,0.035,152.92,2009,FD1735,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.13,0.01,97.63,2009,FD6164,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.74,0.057,170.68,1987,FD3944,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
11.49,0.023,148.49,2009,FD5690,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.48,0.026,123.16,2009,FD4077,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
16.24,0.039,169.19,1987,FD4421,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
9.83,0.045,126.07,1987,FD4544,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
15.0,0.024,164.2,1999,FD2684,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
8.53,0.018,125.75,1998,FD2651,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
11.32,0.145,102.08,1998,FD5396,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
10.25,0.061,79.44,1998,DR5139,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
12.48,0.017,183.36,1987,FD2296,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
10.96,0.08,124.72,2009,FD3166,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.23,0.053,142.02,2009,NC8760,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.25,0.184,168.65,1987,FD2754,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
11.89,0.022,156.09,2009,FD5196,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.77,0.119,118.0,1998,FD524,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
12.04,0.026,137.59,2009,FD1212,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.24,0.089,163.78,2009,FD7196,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
15.61,0.057,187.24,1999,NC5994,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
14.4,0.126,147.1,2009,FD2802,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.49,0.131,164.39,2009,FD6565,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.26,0.087,147.37,2009,DR4947,Regular,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.52,0.043,110.57,1987,NC6814,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
13.32,0.007,204.53,1987,FD2557,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
13.7,0.023,157.33,2009,NC6406,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.3,0.037,121.43,2009,NC7482,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.45,0.109,169.56,1987,NC7655,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
14.11,0.044,160.03,1987,FD1054,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
13.49,0.022,151.62,2009,DR8464,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.49,0.07,198.29,1999,FD7150,Low Sugar,Starchy Foods,OUT003,Medium,Tier 1,Departmental Store
10.7,0.057,107.73,1998,FD3350,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
13.08,0.082,149.55,2009,FD1143,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.69,0.019,172.11,1999,FD2906,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
11.37,0.015,138.45,2009,FD6737,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.73,0.015,168.33,2009,FD3023,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
10.88,0.098,128.34,2009,FD5203,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.18,0.03,224.33,1999,FD5147,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
17.69,0.028,194.89,1999,FD7838,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
11.83,0.052,160.11,2009,FD5708,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
17.17,0.058,205.48,1999,NC33,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
13.26,0.038,145.98,2009,FD5796,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.26,0.133,135.14,2009,FD3531,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.67,0.026,164.09,2009,NC1119,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
10.66,0.026,112.37,1998,FD2427,Regular,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
13.32,0.019,155.02,2009,FD5398,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.39,0.028,188.49,1999,FD8187,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
12.05,0.167,161.38,2009,FD3351,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.21,0.048,124.59,2009,NC6444,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
15.68,0.041,191.79,1999,FD6059,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
13.9,0.079,185.16,1987,DR6153,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
10.57,0.047,84.62,1998,NC8208,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
12.16,0.024,139.22,2009,DR4521,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.97,0.012,184.88,1999,NC5111,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
14.18,0.041,132.29,2009,FD6154,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.85,0.085,126.54,2009,FD8698,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.64,0.155,133.48,2009,FD7397,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.36,0.073,206.63,1999,NC2859,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
16.22,0.023,228.38,1999,FD2857,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
17.41,0.085,179.33,1999,FD4787,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
9.36,0.025,104.17,1998,NC4709,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
8.86,0.015,126.89,1998,FD7921,Regular,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.1,0.035,157.43,2009,FD2360,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.83,0.025,181.0,1999,FD578,Regular,Canned,OUT003,Medium,Tier 1,Departmental Store
9.16,0.142,117.08,1987,FD432,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
16.43,0.128,158.69,1987,NC1365,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
9.2,0.054,84.21,1998,FD3340,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
13.33,0.024,153.99,2009,DR1408,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.87,0.069,155.34,2009,FD5380,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
10.87,0.058,140.9,2009,NC3038,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
10.7,0.068,169.33,2009,FD5561,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.3,0.027,172.01,1987,FD2115,Low Sugar,Breads,OUT001,High,Tier 2,Supermarket Type1
16.37,0.099,200.2,1999,FD6258,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
13.09,0.022,197.75,1987,DR3914,Regular,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
12.65,0.098,150.6,2009,DR6125,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
15.81,0.073,169.81,1987,FD5141,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
12.53,0.006,150.84,2009,DR8588,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
17.34,0.113,201.25,1999,FD8565,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
14.42,0.088,164.84,1999,DR6099,Low Sugar,Hard Drinks,OUT003,Medium,Tier 1,Departmental Store
12.92,0.053,164.32,2009,NC2448,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
8.02,0.021,138.84,1998,FD6681,Regular,Meat,OUT002,Small,Tier 3,Food Mart
10.01,0.107,157.42,2009,FD3731,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
15.56,0.173,179.53,1987,FD8603,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
8.99,0.066,83.37,1998,NC1406,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
15.15,0.035,147.73,1987,FD8570,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
9.36,0.124,116.16,1998,FD7315,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
13.27,0.061,142.68,2009,FD1716,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.35,0.038,175.22,1999,FD794,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
14.48,0.108,114.8,2009,FD7824,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
9.34,0.019,143.34,2009,NC6390,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
14.57,0.043,156.26,1987,NC6047,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
10.41,0.073,148.34,2009,FD1626,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.55,0.029,151.83,2009,FD1943,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.5,0.021,228.92,1999,FD6949,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
14.15,0.025,196.25,1987,FD5279,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
15.11,0.046,188.96,1987,FD3272,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
14.14,0.047,167.85,1999,FD4645,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
12.8,0.083,163.35,2009,DR1694,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.35,0.028,183.26,1987,FD6168,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
14.94,0.035,147.75,2009,FD1377,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.55,0.127,121.5,1998,FD7443,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
12.11,0.126,165.01,2009,FD6570,Low Sugar,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
11.36,0.103,111.23,1987,FD69,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
11.8,0.148,142.53,2009,FD7091,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.64,0.096,162.23,2009,FD5052,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.11,0.026,118.72,1998,DR1493,Low Sugar,Hard Drinks,OUT002,Small,Tier 3,Food Mart
15.44,0.031,184.62,1987,FD5566,Regular,Breads,OUT001,High,Tier 2,Supermarket Type1
12.96,0.034,179.75,1998,FD318,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
10.95,0.019,125.62,2009,NC4420,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.63,0.046,110.82,2009,FD4751,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.98,0.022,142.36,2009,FD7417,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.62,0.011,174.75,1999,NC2091,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
13.29,0.081,187.52,1999,FD3440,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
7.26,0.054,128.93,1998,FD598,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
11.55,0.083,199.36,1999,FD7355,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
11.53,0.12,142.41,2009,FD3185,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
17.91,0.028,171.88,1999,FD1042,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
15.68,0.118,162.72,1999,FD4220,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
12.95,0.021,145.95,2009,FD6928,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
10.9,0.039,126.73,2009,FD5110,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.04,0.046,147.61,2009,FD1073,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.63,0.012,163.98,1987,FD8269,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
12.89,0.086,149.01,2009,FD3637,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
16.22,0.019,162.84,1987,FD7524,Low Sugar,Seafood,OUT001,High,Tier 2,Supermarket Type1
11.54,0.127,82.63,1998,FD8210,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart
12.9,0.097,162.02,2009,FD836,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
10.45,0.061,120.13,1987,FD8619,Low Sugar,Breads,OUT001,High,Tier 2,Supermarket Type1
11.23,0.054,109.87,1987,NC822,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
15.24,0.026,120.93,2009,FD7554,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
16.34,0.139,205.83,1999,NC7786,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
10.82,0.013,93.37,1998,DR1660,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
14.08,0.142,160.08,1987,FD6269,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
12.95,0.046,146.97,2009,NC2891,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2
14.15,0.016,172.04,1999,FD3846,Regular,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
14.99,0.051,163.35,1999,FD4623,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
10.16,0.054,111.96,1998,NC4123,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
9.61,0.118,154.62,2009,FD6095,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
8.57,0.067,98.22,1999,NC278,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
12.61,0.093,131.79,2009,DR5914,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
14.28,0.052,141.72,2009,NC6147,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
