Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Product_Id,Product_Sugar_Content,Product_Type,Store_Id,Store_Size,Store_Location_City_Type,Store_Type
11.79,0.023,154.96,2009,FD2550,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
9.63,0.162,108.43,1998,FD3355,Regular,Dairy,OUT002,Small,Tier 3,Food Mart
12.71,0.072,171.51,2009,FD2721,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.68,0.103,110.65,1998,FD621,Regular,Canned,OUT002,Small,Tier 3,Food Mart
11.86,0.049,150.58,2009,FD3617,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.07,0.013,151.58,2009,FD4999,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.92,0.052,129.27,2009,FD2777,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.95,0.113,143.31,2009,FD3785,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.93,0.082,182.74,1999,FD2140,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
13.94,0.022,191.19,1987,NC4641,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
11.83,0.12,124.6,2009,FD7009,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.67,0.107,122.42,2009,FD2401,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.94,0.089,97.93,1998,NC2197,No Sugar,Others,OUT002,Small,Tier 3,Food Mart
13.96,0.09,133.13,2009,FD1531,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
7.62,0.136,62.17,1998,FD2949,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
11.98,0.085,112.33,2009,DR4193,Regular,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.71,0.121,162.82,1987,FD4628,Regular,Seafood,OUT001,High,Tier 2,Supermarket Type1
11.4,0.126,116.4,2009,NC5404,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2
9.98,0.027,125.22,1987,FD8415,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
15.75,0.031,131.43,2009,NC5093,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
11.12,0.066,181.96,2009,DR3530,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
10.82,0.073,106.25,1998,FD8112,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart
12.02,0.032,132.36,2009,DR4993,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.05,0.168,137.46,2009,FD7193,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.3,0.024,102.53,1998,FD6118,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
13.4,0.129,191.29,1987,NC1713,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
13.9,0.033,187.96,1987,DR6582,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
10.54,0.062,124.14,2009,FD4652,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.55,0.025,163.35,1999,FD2711,Regular,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
15.58,0.014,192.36,1999,FD2982,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
15.16,0.104,174.94,1987,FD2543,Regular,Breakfast,OUT001,High,Tier 2,Supermarket Type1
11.57,0.298,174.65,1999,NC583,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
10.87,0.067,147.96,2009,FD8384,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.19,0.155,118.28,2009,NC1243,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
14.73,0.139,170.69,1999,FD581,Regular,Starchy Foods,OUT003,Medium,Tier 1,Departmental Store
16.85,0.032,178.33,1999,FD7725,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
12.56,0.066,145.21,2009,FD7116,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.28,0.076,162.31,2009,FD520,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
10.97,0.128,112.59,1987,FD3257,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
10.76,0.025,186.22,2009,FD5485,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
15.75,0.059,171.93,1987,NC3056,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
13.19,0.049,144.04,2009,FD5118,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.55,0.038,144.6,2009,FD6446,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
19.91,0.067,174.4,1999,FD8576,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
15.78,0.083,198.38,1999,FD2277,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
10.62,0.054,131.01,2009,FD4071,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.14,0.015,201.78,1999,FD7663,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
15.44,0.056,202.42,1999,FD3442,Regular,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
14.38,0.073,206.22,1999,FD2687,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
11.49,0.05,143.55,2009,FD4960,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.04,0.16,134.52,2009,NC8421,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.72,0.274,108.08,2009,FD1361,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
14.58,0.295,161.96,1987,NC2986,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
12.55,0.024,147.68,2009,FD6050,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
15.74,0.166,157.48,1999,FD2796,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
14.92,0.053,157.72,1987,FD8383,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
14.94,0.018,196.74,1987,FD1927,Regular,Dairy,OUT001,High,Tier 2,Supermarket Type1
10.02,0.026,115.99,1998,FD4758,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart
14.69,0.053,152.72,1987,FD4504,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
12.53,0.072,148.53,2009,FD8389,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
13.0,0.027,146.74,2009,FD690,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.44,0.047,124.29,1999,FD301,Low Sugar,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
13.24,0.131,171.54,1987,FD4595,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
15.31,0.123,146.65,1987,FD7691,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
11.96,0.062,143.25,2009,FD6704,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.34,0.026,87.95,1998,FD5238,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.9,0.083,121.33,2009,FD1918,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.64,0.123,180.89,2009,NC1878,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.7,0.09,181.34,1999,NC1293,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
10.77,0.014,129.05,2009,FD1298,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.6,0.131,164.77,2009,FD5192,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.52,0.03,123.79,2009,FD5483,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.74,0.087,177.62,1987,FD5961,Regular,Dairy,OUT001,High,Tier 2,Supermarket Type1
15.5,0.069,168.03,1999,DR506,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
10.88,0.184,136.57,2009,FD7862,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.0,0.041,157.91,2009,FD7694,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
9.92,0.104,120.78,1998,NC6209,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
8.91,0.026,132.93,1987,FD2581,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
11.68,0.053,141.24,2009,FD1720,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.01,0.043,134.66,2009,FD8119,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
11.15,0.019,148.13,2009,NC2554,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
11.24,0.046,149.78,2009,FD55,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
8.21,0.018,87.91,1998,FD3831,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
15.43,0.094,160.66,1999,FD5879,Regular,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
14.45,0.042,170.68,1998,FD431,Low Sugar,Meat,OUT002,Small,Tier 3,Food Mart
15.66,0.053,162.81,1999,DR4625,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
15.17,0.12,124.25,2009,FD3575,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.24,0.031,130.26,2009,DR6423,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.0,0.035,147.9,2009,FD2473,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
15.34,0.024,185.01,1987,FD4383,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
10.72,0.031,168.18,2009,NC6702,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.41,0.019,117.74,2009,FD1841,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.3,0.142,166.26,2009,FD3113,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.77,0.035,209.79,1999,FD5487,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
14.49,0.011,203.67,1999,FD5298,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
7.73,0.022,136.35,1998,DR1528,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
10.72,0.163,150.44,2009,DR7581,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.65,0.078,98.99,1987,FD4247,Low Sugar,Starchy Foods,OUT001,High,Tier 2,Supermarket Type1
17.21,0.058,166.04,1999,FD8193,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
10.41,0.045,94.13,1998,FD8289,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
10.03,0.166,139.29,2009,FD3049,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.81,0.039,155.01,2009,NC2226,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.65,0.048,80.12,1998,FD7014,Regular,Canned,OUT002,Small,Tier 3,Food Mart
8.96,0.01,137.06,1987,NC2504,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
12.37,0.096,159.01,2009,FD7490,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.57,0.168,162.39,2009,FD5644,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
9.54,0.077,89.16,1998,FD8241,Regular,Breakfast,OUT002,Small,Tier 3,Food Mart
16.59,0.077,151.9,1999,NC7054,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
9.98,0.129,110.72,1998,FD8244,Regular,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.15,0.032,60.22,1998,FD4085,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
16.92,0.041,178.04,1999,FD2311,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
12.76,0.035,158.59,2009,FD6870,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.59,0.007,145.95,2009,NC5740,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.23,0.064,171.55,2009,FD988,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
12.95,0.089,153.25,2009,FD722,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.79,0.038,143.49,2009,FD1153,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.12,0.026,104.77,1998,NC3753,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
12.84,0.046,144.7,2009,FD3213,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
16.4,0.038,166.56,1987,DR8071,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
11.82,0.095,175.22,2009,DR8268,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.84,0.035,132.15,2009,FD3779,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.22,0.025,143.32,2009,FD3898,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
14.26,0.026,181.37,1987,FD1670,Regular,Meat,OUT001,High,Tier 2,Supermarket Type1
10.37,0.018,111.87,1998,FD7331,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
12.79,0.041,168.13,2009,FD6161,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.81,0.089,168.73,2009,NC1288,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
13.14,0.025,152.12,2009,NC4366,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
9.67,0.049,99.84,1999,FD406,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
13.18,0.015,121.54,2009,NC6485,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
13.87,0.126,163.18,1987,FD4819,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
15.36,0.056,187.11,1987,NC89,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
12.1,0.094,151.61,2009,NC7732,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.62,0.117,195.81,1999,NC4850,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
12.64,0.093,168.4,2009,FD3329,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
15.72,0.018,187.38,1999,FD6389,Regular,Breads,OUT003,Medium,Tier 1,Departmental Store
13.93,0.044,179.57,1999,NC1724,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
9.6,0.033,144.63,2009,FD5855,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.22,0.02,135.23,2009,DR5026,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.42,0.028,152.78,2009,FD4701,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.03,0.032,168.48,2009,NC1882,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2
15.92,0.14,96.04,2009,FD1636,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
14.05,0.122,164.51,1987,FD6292,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
10.98,0.03,179.08,2009,FD1547,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.95,0.128,149.98,2009,FD4405,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.34,0.027,165.36,2009,FD2850,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.91,0.026,119.28,2009,FD5074,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
16.23,0.009,184.92,1999,FD4572,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
11.45,0.004,119.93,2009,FD3648,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
12.57,0.036,172.0,2009,FD3398,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
8.86,0.173,110.44,1998,FD3917,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
14.7,0.03,175.92,1987,FD6717,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
10.52,0.035,123.52,1987,FD4072,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
14.73,0.027,148.35,2009,FD2185,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
9.88,0.03,161.65,2009,NC5755,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
9.91,0.142,124.09,1987,FD8347,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
13.61,0.036,191.56,1987,DR1262,Low Sugar,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
13.45,0.049,179.74,1999,FD5428,Regular,Dairy,OUT003,Medium,Tier 1,Departmental Store
10.62,0.082,160.01,1999,FD344,Low Sugar,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
13.15,0.053,116.92,2009,FD2045,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.22,0.18,107.63,2009,NC2977,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.82,0.098,149.84,2009,FD8543,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
16.23,0.007,152.46,1999,FD3516,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
16.97,0.077,190.24,1999,FD6222,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
14.97,0.015,150.82,1987,FD3446,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
13.9,0.063,118.24,2009,FD8228,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.39,0.062,148.13,2009,FD952,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.14,0.039,180.49,2009,FD6137,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.37,0.042,148.76,2009,FD1538,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
10.36,0.026,129.89,2009,FD2132,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.7,0.037,201.66,1987,FD5766,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
12.32,0.01,160.78,2009,FD1221,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.58,0.116,121.32,2009,FD7550,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
10.79,0.041,168.8,2009,NC1016,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
9.54,0.079,117.68,1987,DR455,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
9.21,0.147,111.69,1998,NC2681,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
10.92,0.018,140.44,1999,DR49,Regular,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
11.12,0.121,121.1,2009,NC6386,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.26,0.017,130.83,2009,FD3662,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
13.31,0.077,169.93,1987,FD6742,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
15.71,0.063,148.95,1987,FD5978,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
11.43,0.014,139.72,2009,FD3857,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
14.91,0.125,139.87,2009,FD4089,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.23,0.019,137.19,2009,FD5202,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
15.95,0.139,135.72,2009,NC2141,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
10.67,0.27,145.07,2009,FD3201,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.79,0.057,98.9,2009,FD4338,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.2,0.089,166.49,2009,NC4577,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.3,0.081,149.55,2009,DR8490,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.18,0.04,162.28,2009,NC8372,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.7,0.017,144.49,2009,FD1263,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.49,0.049,175.16,1999,FD5586,Low Sugar,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
15.2,0.012,179.74,1987,FD6842,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
12.86,0.071,129.34,2009,NC4900,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
13.11,0.165,140.91,2009,FD7759,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
9.65,0.066,82.08,1998,FD4393,Low Sugar,Breakfast,OUT002,Small,Tier 3,Food Mart
11.47,0.052,148.51,2009,FD2680,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.75,0.073,132.21,2009,FD7947,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.82,0.066,139.09,2009,FD8387,Regular,Breads,OUT004,Medium,Tier 2,Supermarket Type2
9.18,0.029,98.11,1998,DR7033,Regular,Soft Drinks,OUT002,Small,Tier 3,Food Mart
11.92,0.017,146.51,2009,NC3274,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
10.62,0.068,145.3,2009,FD3632,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.15,0.053,156.65,2009,FD7789,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.22,0.08,181.36,1987,NC5204,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
13.28,0.075,215.81,1999,FD2576,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
13.71,0.061,140.64,2009,FD4642,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.49,0.053,176.79,1987,NC7065,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
12.75,0.02,139.42,2009,FD5964,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.42,0.072,179.01,1987,NC4485,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
13.45,0.032,126.96,2009,FD1500,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.56,0.105,155.88,2009,FD67,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.56,0.184,136.92,2009,FD6242,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.89,0.026,162.77,2009,NC2153,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.04,0.128,149.87,2009,DR797,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
8.31,0.031,92.66,1998,FD2827,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.98,0.008,147.43,2009,FD1613,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
15.53,0.039,193.25,1999,NC6138,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
14.56,0.286,128.02,2009,FD1206,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
13.64,0.04,158.51,2009,DR4890,reg,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.01,0.052,144.55,2009,FD7131,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.25,0.052,205.35,1999,FD3179,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
12.92,0.118,183.5,1999,FD3535,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
13.42,0.041,95.92,2009,FD763,Regular,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
10.46,0.015,128.68,2009,FD8161,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
17.48,0.111,167.59,1999,DR1765,Regular,Hard Drinks,OUT003,Medium,Tier 1,Departmental Store
11.8,0.064,139.51,2009,FD2834,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.45,0.098,127.37,2009,FD3312,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.73,0.073,148.4,2009,NC6668,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
11.82,0.128,98.36,1998,FD7190,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
14.73,0.021,172.75,1999,FD3423,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
12.58,0.128,139.56,2009,FD6806,Low Sugar,Seafood,OUT004,Medium,Tier 2,Supermarket Type2
13.02,0.102,168.86,2009,FD7391,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.15,0.038,155.99,2009,FD7793,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.48,0.044,155.55,1999,FD6823,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
14.98,0.092,150.59,1987,FD290,Low Sugar,Starchy Foods,OUT001,High,Tier 2,Supermarket Type1
8.65,0.021,118.18,1998,NC7721,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
15.33,0.04,154.47,1999,NC2586,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
12.61,0.085,163.98,2009,DR8322,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.76,0.094,100.44,2009,NC7616,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.98,0.046,161.48,1999,FD6323,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
15.03,0.067,115.38,2009,FD5724,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
8.27,0.04,152.07,2009,NC5041,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.16,0.017,174.77,2009,FD4409,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.27,0.021,151.5,2009,NC2151,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
14.0,0.066,136.94,2009,NC4283,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.14,0.089,174.32,2009,FD2010,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.83,0.035,155.26,1987,DR6171,Regular,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
14.46,0.026,161.98,1987,NC3699,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
10.83,0.051,163.38,2009,FD5108,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.02,0.005,140.49,2009,NC1471,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
19.55,0.047,176.27,1999,FD1348,Low Sugar,Starchy Foods,OUT003,Medium,Tier 1,Departmental Store
